Gene names,2015 Dill Phosphatidylserine Early
Pf4,1.399066652
Pfkp,1.122336637
Pfn1,1.329333373
Pgam1,1.238633348
Pgd,1.001449966
Pgk1,1.080606634
Pgrmc1,0.381089992
Pgrmc2,0
Phb,0.710743327
Phb2,0.717746674
Pi4k2a,0.838983321
Pi4ka,0
Pid1,1.063003348
Pigs,0.226689991
Pigt,0
Pik3ap1,1.021430015
Pik3c3,1.480833341
Pik3cg,0
Pik3r4,1.220266642
Pion,0.871720005
Pip4k2a,0.9657
Pip4k2b,0
Pitpna,0.827560011
Pkm2,1.2414
Pkn1,0.842016647
Pla2g15,0.926403346
Pla2g7,0.769636682
Plau,1.344583184
Plaur,1.644766722
Plbd1,1.029666663
Plbd2,0.828966668
Pld1,0.774353351
Pld3,1.103113317
Pld4,0.916710014
Plec,0.925656676
Plek,0.928176675
Plekha1,0.342126704
Plekho1,1.197336652
Plekho2,1.105203372
Plod1,0
Plod3,0
Plscr3,0.254586654
Pltp,0.91087667
Plxdc1,1.052666677
Plxna1,1.686533318
Plxnb2,1.606733283
Pnp,0.764833338
Pon2,0.314566671
Pon3,0.864863339
Por,0.781266659
Ppia,1.398566634
Ppib,0.874496662
Ppm1h,0.250599996
Ppp1ca,0.57824003
Ppp1cb,0
Ppp1cc,1.005506691
Ppp1r12a,1.04515333
Ppp1r12c,0.991426694
Ppp1r18,0.617156669
Ppp2ca;Ppp2cb,1.172166718
Ppp2r1a,1.229323326
Ppt1,0.651406666
Ppt2,0.45231668
Pqbp1,0.191283322
Prcc,0.185113331
Prcp,0.661703317
Prdx1,1.324433343
Prdx2,1.11286337
Prdx3,0.448963308
Prdx4,1.136733318
Prdx5,0.929819979
Prkacb,0.943299981
Prkar1a,1.076989981
Prkca,0
Prkcd,1.477099997
Prkcsh,0.902240005
Prpf19,0
Prpf31,0
Prpf40a,0.602906613
Prrc2c,1.701460248
Psap,0.586846643
Psen1,1.021920023
Psen2,0.672686662
Psma1,1.229426647
Psma4,0
Psma6,0
Psma7,1.212233337
Psmb1,1.05663336
Psmb10,1.170766701
Psmb3;Gm5356,0.330093325
Psmb8,0.608346642
Psme1,0
Pstpip1,0
Ptbp1,1.270966687
Ptgs1,0
Ptp4a2,1.287966674
ptplad1,0.148540011
Ptpn1,0.80629665
Ptpn23,1.511033393
Ptpn6,1.059926657
Ptpn9,1.348300033
Ptpra,1.352486668
Ptprc,1.685433356
Ptpre,0.558343345
Ptprj,1.521566679
Ptpro,0.964966639
Ptrh2,0.305383326
Pttg1ip,1.101180017
Pxk,1.18140005
Pzp;A2m,0.776836661
Qki,0.907766648
Rab10,1.051133311
Rab11a,0.465766667
Rab11b;Rab11a,1.040479978
Rab11fip5,0.890859993
Rab12,1.204133382
Rab13,0.520033331
Rab14,2.345933343
Rab18,0.916159999
Rab19,0.784573329
Rab1A;Rab1,0.954273334
Rab1b,1.031796642
Rab21,1.109866663
Rab22a,1.646733277
Rab23,0.240939995
Rab27a,0.954919994
Rab2a,1.377566692
Rab31,1.462633361
Rab32,1.053663336
Rab33b,0
Rab34,0.675953338
Rab35,1.243000029
Rab39a,3.10056607
Rab3a,0
Rab3d,1.11976995
Rab4b,1.389599983
Rab5a,1.09866668
Rab5b,1.094643326
Rab5c,1.109233348
Rab6a,1.173999971
Rab6a;Rab6b,1.042026673
Rab7a,1.316766652
Rab7b;5430435G22Rik,0.682850009
Rab7l1,0.923126631
Rab8a,1.221699985
Rab8b,1.138566655
Rab9a;Rab9,1.157066645
Rabl3,1.159120022
Rac1;Rac3,1.476066692
Rac2,1.614433326
Rala,0.965929978
Ralb,1.063936686
Raly;C130057N11Rik,0
Ran;1700009N14Rik,1.033199977
Ranbp1,0
Ranbp2,0
Rangap1,0
Rap1a,0.80891667
Rap1b,1.184466718
Rap2a,1.039700001
Rap2b,1.04521
Rap2c,1.310200016
Rasa3,0
Rasa4,0
Rassf4,0
Raver1,0.28724333
Rbbp4,0
Rbm25,0.409870018
Rbm3,0.542133326
Rbmx;Rbmxl1,0.715833303
Rbp4,1.126130048
Rcc1,0.735166667
Rcn2,0
Rcor1,0.680023325
Rdh11,0.912236654
Rdh14,0.880143343
Rdx,1.146046702
Reep5,0.960146628
Rer1,0.573500042
Rftn1,1.709200031
Rgs1,0.151289996
Rgs10,1.802399726
Rgs18,1.083066616
Rgs19,1.270533293
Rgs3,0
Rhbdf2,0
Rhoa;Rhoc,1.43870001
Rhob,1.168589994
Rhog,1.076876688
Ripk1,1.470399976
Ripk3,1.63183343
Rit1,0
Rnaset2,0.816119992
Rnd1,0
Rnd3,0
Rnf128,0.982933316
Rnf13,0.838756695
Rnf213,0.631216694
Rnh1,1.096003286
Rock1,0.814183343
Rock2,0.958790045
Rod1;Ptbp3,0
Ros1,0
Rp2,1.131083346
Rpl10;Rpl10l,0.492329987
Rpl10a,0.886169985
Rpl12;Rpl12-ps1,1.005973327
Rpl13;Rpl13-ps3,0.807883303
Rpl14,1.281399989
Rpl17,0.646940017
Rpl21;Gm9104;Rpl21-ps6,0
Rpl22,0.727280018
Rpl22l1,0.908943334
Rpl23,1.134240013
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,0.701576666
Rpl24,0.345133345
Rpl26,0.961976673
Rpl27,0
Rpl28,0.649256687
Rpl3,0.486776671
Rpl30,0.962106675
Rpl31;Gm16382,0.931956675
Rpl34;Gm2178,0.231686678
Rpl35a,0.885193324
Rpl37a,0.55854999
Rpl38,1.385400037
Rpl4,0
Rpl5,0.520953298
Rpl6;Gm5428,0.811310017
Rpl8,0.147476654
Rpl9;Rpl9-ps6,0.874926672
Rplp0;Gm8730,0.706476657
Rplp1;Gm10073,0.454803314
Rplp2,0.545220012
Rpn1,0.862046655
Rpn2,0.893503329
Rprd2,0.813096683
Rps10,0.974613325
Rps11,0.747086642
Rps12,1.021486676
Rps13,0.78811002
Rps14,0.845156679
Rps15,0.520553328
Rps15a,0.715706658
Rps16,0.943079986
Rps17,0.843933334
Rps19;Rps19-ps13;Rps19-ps1,0.822863317
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.566430031
Rps20,0.800753347
Rps21,0.82438664
Rps23,0.69634666
Rps25,0.755870001
Rps26,0
Rps27a,0.561399992
Rps27l,1.558633477
Rps28,1.033236668
Rps3,0.884646672
Rps4x;Rps4y2,0.601249967
Rps5,0.67525667
Rps6,0
Rps6ka1,1.077190005
Rps7;Gm9493,0.595123331
Rps8;Gm11353,0.532733344
Rps9,0
Rpsa-ps10;Rpsa,0.91859999
Rptor,0
Rraga;Rragb,1.118976659
Rragc,0.599636631
Rras,1.134266708
Rrbp1,0.76719333
Rsad2,0.76743333
Rsu1,1.648633275
Rtn1,0.531933274
Rtn4,0.664946641
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.616350009
Rufy1,1.940466951
Rufy2,2.020366625
Ruvbl1,0.577986669
S100a10,2.274533164
S100a11;Gm7665,1.160300015
S100a13,0
S100a4,1.411700007
S100a6,1.686466467
Saa3,1.712433227
Sacm1l,0.892856655
Samm50,0.784540022
Sar1a,1.477899841
Sarnp,0.910369995
Sash3,0.458713311
Scamp1,1.127966677
Scamp2,1.299770011
Scamp3,1.218733311
Scamp4,1.132163309
Scarb1,1.459333328
Scarb2,0.772069996
Scfd1,0.921426691
Scp2,1.761766591
Scpep1,0.847600007
Scyl2,1.509866676
Scyl2Q8CFE4,1.675100003
Sdc4,0.25652334
Sdcbp,1.504433368
Sdf2l1,0.384699991
Sdha,0.764993335
Sdhb,0.61064665
Sec11a,0.810676651
Sec13,0
Sec16a,0.393566655
Sec22b,0.994663333
Sec23b,0.881839991
Sec24b,0
Sec24c,0
Sec31a,0
Sec61a1;Sec61a2,0.672453331
Sec62,0
Sel1l,0
Sema4d,1.85479996
Serbp1,0.674550022
Serinc1,0.934646681
Serinc3,1.084613342
Serpinb6a;Serpinb6,0.787136643
Serpinc1,0.360466676
Sf1,0.43188667
Sf3b4,0
Sfn,0
Sfpq,1.006323326
Sft2d2,0.352666655
Sfxn1,0.218573333
Sfxn3,0.48687666
Sgpl1,0.640299973
Sh3bgrl3,1.5052667
Sh3bp1,0.751066674
Sh3bp2,0
Sh3gl1,1.006236683
Sh3glb1,1.303800052
Sh3glb2,0
Sh3kbp1,0.54440001
Sh3pxd2b,1.12283334
Shmt2,0.446400014
Siae,0.91404332
Sidt2,0.657329992
Siglec1,1.132293368
Sigmar1,0.542159999
Sipa1,0
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,1.726433268
Sirt2,2.702799879
Skap2,0.61778665
Skp1,0.515309984
Slc11a1,0.96420002
Slc12a4,1.051713332
Slc12a6,0.344366669
Slc12a7,1.241433397
Slc12a9,0.761866685
Slc15a3,0.625379971
Slc15a4,0.55679
Slc16a1,0.64256669
Slc16a10,0.529596668
Slc16a3,1.550599981
Slc17a5,0.66150999
Slc1a5,0.365633332
Slc23a2,1.648436396
Slc25a1,1.007956649
Slc25a10,0.22070333
Slc25a11,0.532970021
Slc25a12,0.714726634
Slc25a13,0.603549996
Slc25a24,0.659486645
Slc25a3,0.559423284
Slc25a4,0.571283339
Slc25a5,0.599763323
Slc26a11,0.539523361
Slc29a3,0.888480009
Slc2a1,2.508699929
Slc2a6,0.752166667
Slc2a8,0.728216657
Slc30a7,0
Slc31a1,0.848229997
Slc36a1,0.54329998
Slc37a2,0.601183322
Slc38a2,1.02744669
Slc38a7,0.691589997
Slc38a9,0.810046649
Slc3a2,1.780633383
Slc43a2,1.388866635
Slc44a2,1.586733353
Slc46a3,0
Slc48a1,0.86456668
Slc4a2,1.414966691
Slc4a7,0
Slc6a6,1.388593334
Slc7a1,0
Slc7a5,1.633299552
Slc7a8,1.304226495
Slc9a6,1.780899655
Slc9a9,0.821733347
Slco4a1,1.349400001
Smap1,1.139233304
Smap2,1.363166725
Smarca5,0
Smarcc2,0.432500018
Smc1a,0
Smc2,0
Smpd1,0.969986677
Smpdl3a,0.857216661
Smpdl3b,1.4003
Snap23,1.508433321
Snap29,0.589276677
Snapin,0.49650335
Snd1,0.342099983
Snf8,0
Snrpa;Gm5145,0
Snrpc,0
Snrpd3,0.639056635
Snrpn;Snrpb,0.702213314
Sntb2,0.878313326
Snx1,1.259736663
Snx11,0.978203338
Snx12,1.571866671
Snx16,1.47423331
Snx17,1.951766713
Snx2,1.377166708
Snx20,0.133853289
Snx27,1.866266645
Snx29,1.44633333
Snx3,1.900966481
Snx30,0.637433347
Snx4,1.539066817
Snx5,1.219700023
Snx6,1.136433345
Snx8,1.84520003
Sod1,0.795926701
Sod2,0.626280018
Spag7,0.494236675
Spcs2,0.757586672
Spcs3,0.993823314
Spe39,0.513500006
Specc1,0.969509987
Spg20,0.992579984
Spg21,1.059346663
Sphk2,1.130473388
Spn,1.557233336
Spns1,0.917613356
Sppl2a,0.719233332
Spryd7;6330409N04Rik,0.81769998
Sptbn1,0.374899992
Sptlc2,0.232536679
Sqrdl,0.62197667
Sqstm1,1.161100056
Sri,0.902326715
Srp14,0
Srp19,0.193333319
Srp54;Srp54c,0.980293359
Srp68,1.204793512
Srp9,0.747733201
Srsf3;Gm12355,0
Ssr1,0.807806672
Ssr3,0.535673326
Ssr4,0.976516634
Ssrp1,0.833739998
St13,1.004550005
St3gal1,0
Stab1,1.39299993
Stam,0
Stam2,0.511066666
Stambpl1,0.462766649
Stard3,0.727126711
Stard3nl,0.664466664
Stat1,0.870099967
Steap3,1.412099964
Stk11ip,0.634376657
Stk24;Mst4;2610018G03Rik;Stk25,0
Stk3,0.873846654
Stk38,0.321933329
Stmn1,0.463200013
Stmn2,0.348333321
Stom,1.11845998
Strn,1.023686652
Sts,0.199090005
Stt3a,0.70316995
Stx11,0
Stx12,0.971129984
Stx16,0
Stx17,1.270670008
Stx2,1.211733365
Stx3,0.994993324
Stx4,1.159036669
Stx5;Stx5a,0
Stx6,0.167313333
Stx7,0.95501666
Stx8,0.929089983
Stxbp1,1.498599778
Stxbp2,1.196299995
Stxbp3,1.333566693
Stxbp5,0.884066653
Sub1,0.652446658
Sucla2,0.750753329
Suclg1,0.686900019
Sugp1,0.677989974
Sumo2;Sumo3,0.644233325
Sun2,0.859779993
Surf4,0.644113322
Swap70,0.549933317
Syk,0.438323411
Syncrip,0.844703332
Syngr1,0.952153325
Syngr2,0.526066669
Synrg,1.153233335
Sypl1;Sypl,0.912716641
Tagln2,1.780700045
Taok3,0.631040021
Tap1,0.683563342
Tap2,0.74105669
Tapbp,0.806500022
Tardbp,1.160166657
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.98507335
Tbl1x,0.462500009
Tbxas1,0
Tceb1,0.498966651
Tceb2,0.211613343
Tcirg1,0.633693352
Tcof1,0
Tcp1,0.812499993
Tdrd7,0
Tecpr1,0
Tecr,0.411506648
Tes,0.72867333
Tex264,0
Tfe3,0.515869996
Tfrc,1.399400006
Tgfbi,0
Tgm2,0.42926665
Themis2,0.355136627
Thrap3,0.493220077
Timm44,0.722716675
Timm50,0
Timm9,0.695809971
Tkt,1.421133304
Tln1,1.298000021
Tlr13,0.589283346
Tlr2,1.243646683
Tlr3,0.600920007
Tlr7,0.608326653
Tlr8,0.650219993
Tlr9,0.460523295
Tm7sf3,0.96627331
Tm9sf1,0.881193327
Tm9sf2,1.088156665
Tm9sf3,0.94996332
Tm9sf4,0.844206688
Tmco1,0.76867999
Tmed10,0.81210668
Tmed2,1.051280008
Tmed4,0.870719997
Tmed5,0
Tmed7,0.85304665
Tmed9,0.928383341
Tmem104,0.589283341
Tmem106a,0.795283312
Tmem106b,1.197133346
Tmem106c,0.917133351
Tmem109,0.70697335
Tmem120a,0
Tmem144,0.361833327
Tmem14c,0.391266663
Tmem165,0.474279971
Tmem173,0
Tmem175,0.687703323
Tmem176b,0
Tmem179b,1.157340005
Tmem192,0.5548533
Tmem206,2.00983317
Tmem30a,0.66143335
Tmem43,0.946026708
Tmem55a,0.80462667
Tmem55b,0.891866659
Tmem63a,0.828873346
Tmem87a,0.842463331
Tmem9b,1.760893153
Tmpo,1.11155669
Tmsb4x,1.242800004
Tmx1,0.593446726
Tmx2,0
Tmx3,0.800993338
Tmx4,0.765956685
Tnf,0
Tnfaip2,0.257646661
Tnfaip8l2,0.314123334
Tnfrsf23,0.436130024
Tns1,0.216443338
Tollip,1.218870003
Tom1,0.809323291
Tomm40,0.625946682
Tomm70a,0
Top2a,0.757233303
Tor1aip1,0.865983341
Tor1aip2,0
Tor3a,0.509933332
Tpcn1,0.814323339
Tpcn2,0.599829983
Tpd52,0.806423348
Tpd52l2,1.286699972
Tpi1,1.306299999
Tpm3-rs7;Tpm3,1.307699991
Tpm4,0.732479979
Tpp1,0.966100016
Tpt1,0
Trafd1,0
Trem2,1.047299994
Trex1,0.86764
Trim14,1.015936681
Trim21,0
Trim28,0
Trpv2,1.536766662
Tsen34,0
Tsg101,0.84686334
Tspan14,0.89609335
Tspan31,0.842033329
Ttc35,1.101999885
Ttk,0
Ttn,1.099780006
Ttyh2,0
Ttyh3,0.71009001
Tuba1a;Tuba3a,0
Tuba1b,1.191466684
Tuba4a,0.585833338
Tubb4b,1.14573334
Tubb5,1.292900013
Txn,1.10136997
Txndc12,0.412663317
Txndc5,0.951779991
Tyrobp,2.307566899
Uba1,0.817546662
Ubap2,0.702766584
Ubap2l,1.410600061
Ube2d3;Ube2d2,0
Ube2l3,0.975523299
Ube2n,1.35296667
Ubl3,0.339933316
Ubl5;Gm2001,0.339666685
Ubtf,0
Ubxn4,0.446833327
Ufd1l,1.12316667
Ufm1,0
Uggt1,1.00500997
Ugt1a7c,0.777340012
Unc13d,0.166266624
Unc93b1,0.545969979
Upf1,0.185666662
Uqcrb,0.585876659
Uqcrc1,0.685260025
Uqcrc2,0.701709995
Uqcrfs1,0.689673354
Uqcrh,0
Usmg5,1.711866767
Usp12;Usp46,0.945900019
Uvrag,1.471200048
Vac14,0.427366639
Vamp3,1.381646869
Vamp4,0.406833335
Vamp7,0.886663349
Vamp8,0.913680001
Vapa,0.873060007
Vapb,0.925106685
Vasp,0.952770014
Vat1,0.86792666
Vcp,0.932513339
Vdac1,0.558830001
Vdac2,0.543783362
Vdac3,0.572063324
Vim,0.925293319
Vmp1,0
Vps11,1.467933337
Vps13c,0.703959997
Vps13d,0.296129981
Vps16,1.327933316
Vps18,1.208566649
Vps26a,1.622166705
Vps26b,1.800066659
Vps28,0.862063328
Vps29,1.415966671
Vps33a,1.388299987
Vps33b,1.393933327
Vps35,1.297180056
Vps37b,0.834966669
Vps37c,1.541033132
Vps39,1.358633302
Vps41,1.050969946
Vps45,1.441900002
Vps4a,0.231623333
Vps4b,1.494599945
Vta1,0.67737998
Vti1a,1.29926663
Vti1b,0.883483328
Vwa5a,0.695886676
Was,0.869636661
Wasf2,0.685120006
Wash1,1.481499992
Wbp11,0
Wdfy2,1.62460001
Wdfy4,1.202233347
Wdr1,1.321733305
Wdr41,0
Wdr45l,0.924130023
Wdr5,0.970186648
Wdr7,0.883226664
Wdr70,0
Wdr81,1.388299938
Wdr91,1.648633342
Wipf1,0.729223332
Wnk1,0.995323351
Wwp1,0.827316638
Wwp2,0.271646657
Yipf3,0.334366679
Ykt6,1.84676687
Ythdf3;Ythdf1,0.531703335
Ywhab,1.084596654
Ywhae,1.000056659
Ywhag,1.269899974
Ywhah,1.151166687
Ywhaq,1.09509998
Ywhaz,1.22636667
Zadh2,0.300683332
Zc3hav1,0.936023346
Zdhhc20,1.617146597
Zfand2a,0.37179998
Zfyve19,0.478366644
Zmiz1,0.298463331
Zmpste24,0.628990013
Znf703,1.023126656
Znrf1,0.448500003
Znrf2,0
Zyx,0
0,0.836706639
Q9DAM7,0.308089964
Q8K039;D3YWR8,0.511366659
Q9D735,0
Q9D6W8,0.563226661
Q9D0B6;Q9D0B6-2,0.664336676
Q8CAQ8-3;Q3TZK4;E9PVS5,1.308066677
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,0.804799992
Q3TYS2,0.804023366
P17047-3,0
Q5F285,0.623866652
Q9CRC6,0.250366666
J3QNB0;Q9CQE8,0
Q6PIU9,0.270146669
Q9ES97-3,0.353309958
Q8VE96;D6RHL1,0.598799989
Q8C708,0
Q8K1J5,1.794733292
P10404,0.214156667
Q8R239;Q8R239-3;Q8R239-2,0.524099995
